spot_slug,image_url,source,license,author,attribution_text,width,height,description
tal-y-fan,https://upload.wikimedia.org/wikipedia/commons/a/a3/Bwlch_y_Ddeufaen%2C_Sir_Conwy_%28County%29%2C_Wales_24.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,5184,3888,"Bwlch y Ddeufaen, Sir Conwy (County), Wales.
A mountain pass in Conwy county borough, Wales, traversable only on foot or horseback, following the former Celtic (then Roman) road from Caerhun (Canovium) to Caernarfon (Segontium). The route lies between the peaks of Tal y Fan and Drum, in the Carne..."
tal-y-fan,https://upload.wikimedia.org/wikipedia/commons/c/cb/Bwlch_y_Ddeufaen%2C_Sir_Conwy_%28County%29%2C_Wales_25.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,5118,3218,"Bwlch y Ddeufaen, Sir Conwy (County), Wales.
A mountain pass in Conwy county borough, Wales, traversable only on foot or horseback, following the former Celtic (then Roman) road from Caerhun (Canovium) to Caernarfon (Segontium). The route lies between the peaks of Tal y Fan and Drum, in the Carne..."
elidir-fawr,https://upload.wikimedia.org/wikipedia/commons/3/3b/Carnedd_Y_Filiast_and_Elidir_Fawr_and_the_reservoir%2C_seen_from_the_slopes_of_Moel-y-Ci.jpg,Wikimedia Commons,CC BY-SA 4.0,Seraaron,Seraaron (CC BY-SA 4.0) via Wikimedia Commons,4608,3456,"Carnedd Y Filiast and Elidir Fawr and the reservoir, seen from the slopes of Moel-y-Ci"
elidir-fawr,https://upload.wikimedia.org/wikipedia/commons/9/92/Elidir_Fawr.jpg,Wikimedia Commons,CC BY-SA 3.0,Blisco,Blisco (CC BY-SA 3.0) via Wikimedia Commons,1773,1374,"Elidir Fawr in Snowdonia, Wales, from the slopes of Moel Eilio."
elidir-fawr,https://upload.wikimedia.org/wikipedia/commons/0/04/Elidir_Fawr_and_Carnedd_Y_Filiast_in_Winter%2C_as_seen_from_the_top_of_Moel-y-Ci.jpg,Wikimedia Commons,CC BY-SA 4.0,Seraaron,Seraaron (CC BY-SA 4.0) via Wikimedia Commons,4608,2592,"Elidir Fawr and Carnedd Y Filiast in Winter, as seen from the top of Moel-y-Ci"
elidir-fawr,https://upload.wikimedia.org/wikipedia/commons/5/59/Elidir_Fawr_ridge%2C_as_seen_from_the_ridge_along_Mynydd_Perfedd%2C_above_the_reservoir%2C_with_Moel_Cynghorion_in_the_background.jpg,Wikimedia Commons,CC BY-SA 4.0,Seraaron,Seraaron (CC BY-SA 4.0) via Wikimedia Commons,4000,2672,"Elidir Fawr ridge, as seen from the ridge along Mynydd Perfedd, above the reservoir, with Moel Cynghorion in the background"
elidir-fawr,https://upload.wikimedia.org/wikipedia/commons/2/26/Mynydd_Perfedd%2C_as_seen_from_the_ridge_along_Elidir_Fawr%2C_above_the_reservoir%2C_with_the_Carneddau_in_the_background.jpg,Wikimedia Commons,CC BY-SA 4.0,Seraaron,Seraaron (CC BY-SA 4.0) via Wikimedia Commons,4000,2672,"Mynydd Perfedd, as seen from the ridge along Elidir Fawr, above the reservoir, with the Carneddau in the background"
elidir-fawr,https://upload.wikimedia.org/wikipedia/commons/0/07/Brithdir_and_Elidir_Fawr_-_geograph.org.uk_-_2253857.jpg,Wikimedia Commons,CC BY-SA 2.0,Paul Glover,Brithdir and Elidir Fawr by Paul Glover via Wikimedia Commons,3072,2304,Brithdir and Elidir Fawr
elidir-fawr,https://upload.wikimedia.org/wikipedia/commons/1/1f/Close_to_the_point_of_impact_of_the_Bristol_Blenheim_V6099_on_Elidir_Fawr_-_geograph.org.uk_-_6744572.jpg,Wikimedia Commons,CC BY-SA 2.0,Eric Jones,Close to the point of impact of the Bristol Blenheim V6099 on Elidir Fawr by Eric Jones via Wikimedia Commons,1700,1184,Close to the point of impact of the Bristol Blenheim V6099 on Elidir Fawr
elidir-fawr,https://upload.wikimedia.org/wikipedia/commons/a/a3/Descent_of_Elidir_Fawr_-_geograph.org.uk_-_3789286.jpg,Wikimedia Commons,CC BY-SA 2.0,Peter S,Descent of Elidir Fawr by Peter S via Wikimedia Commons,4608,3456,Descent of Elidir Fawr
elidir-fawr,https://upload.wikimedia.org/wikipedia/commons/1/14/Elidir_Fawr%2C_as_seen_from_Elidir_Fach.jpg,Wikimedia Commons,CC BY-SA 4.0,Seraaron,Seraaron (CC BY-SA 4.0) via Wikimedia Commons,4000,2672,"Elidir Fawr, as seen from Elidir Fach"
elidir-fawr,https://upload.wikimedia.org/wikipedia/commons/5/5d/Elidir_Fawr_-_geograph.org.uk_-_3346890.jpg,Wikimedia Commons,CC BY-SA 2.0,Rude Health,Elidir Fawr by Rude Health via Wikimedia Commons,1600,1200,Elidir Fawr
moel-eilio,https://upload.wikimedia.org/wikipedia/commons/0/0c/North_ridge_of_Moel_Eilio_at_Bryn_Mawr_-_geograph.org.uk_-_3675483.jpg,Wikimedia Commons,CC BY-SA 2.0,Trevor Littlewood,North ridge of Moel Eilio at Bryn Mawr by Trevor Littlewood via Wikimedia Commons,1500,921,North ridge of Moel Eilio at Bryn Mawr
moel-eilio,https://upload.wikimedia.org/wikipedia/commons/d/df/Path_along_the_edge_of_the_Moel_Eilio_ridge_-_geograph.org.uk_-_6697935.jpg,Wikimedia Commons,CC BY-SA 2.0,Eric Jones,Path along the edge of the Moel Eilio ridge by Eric Jones via Wikimedia Commons,1838,1495,Path along the edge of the Moel Eilio ridge
moel-eilio,https://upload.wikimedia.org/wikipedia/commons/1/1e/The_Moel_Eilio_Ridge_from_Moel_Cynghorion_-_geograph.org.uk_-_6656493.jpg,Wikimedia Commons,CC BY-SA 2.0,Eric Jones,The Moel Eilio Ridge from Moel Cynghorion by Eric Jones via Wikimedia Commons,2009,1180,The Moel Eilio Ridge from Moel Cynghorion
moel-eilio,https://upload.wikimedia.org/wikipedia/commons/c/c2/The_Northern_face_of_the_Moel_Eilio_ridge_-_geograph.org.uk_-_6699593.jpg,Wikimedia Commons,CC BY-SA 2.0,Eric Jones,The Northern face of the Moel Eilio ridge by Eric Jones via Wikimedia Commons,1955,1112,The Northern face of the Moel Eilio ridge
moel-eilio,https://upload.wikimedia.org/wikipedia/commons/a/ae/Three_lakes_visible_from_the_slopes_of_the_Moel_Eilio_ridge_-_geograph.org.uk_-_8124099.jpg,Wikimedia Commons,CC BY-SA 2.0,Eric Jones,Three lakes visible from the slopes of the Moel Eilio ridge by Eric Jones via Wikimedia Commons,4101,2769,Three lakes visible from the slopes of the Moel Eilio ridge
moel-eilio,https://upload.wikimedia.org/wikipedia/commons/1/10/Walkers_on_the_Moel_Eilio_ridge_walk_-_geograph.org.uk_-_6698775.jpg,Wikimedia Commons,CC BY-SA 2.0,Eric Jones,Walkers on the Moel Eilio ridge walk by Eric Jones via Wikimedia Commons,2081,1473,Walkers on the Moel Eilio ridge walk
moelwyn-mawr,https://upload.wikimedia.org/wikipedia/commons/b/b3/Golygfeydd_o%27r_Cnicht%2C_Yr_Wyddfa_a_Moelwyn_Mawr_%281496968%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Geoff Charles,Geoff Charles (CC BY-SA 4.0) via Wikimedia Commons,1629,1250,"Views of the Cnicht, Snowdon and Moelwyn Mawr"
moelwyn-mawr,https://upload.wikimedia.org/wikipedia/commons/6/66/Golygfeydd_o%27r_Cnicht%2C_Yr_Wyddfa_a_Moelwyn_Mawr_%281496969%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Geoff Charles,Geoff Charles (CC BY-SA 4.0) via Wikimedia Commons,1639,1250,"Views of the Cnicht, Snowdon and Moelwyn Mawr"
moelwyn-mawr,https://upload.wikimedia.org/wikipedia/commons/f/f3/Golygfeydd_o%27r_Cnicht%2C_Yr_Wyddfa_a_Moelwyn_Mawr_%281496970%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Geoff Charles,Geoff Charles (CC BY-SA 4.0) via Wikimedia Commons,1651,1250,"Views of the Cnicht, Snowdon and Moelwyn Mawr"
moelwyn-mawr,https://upload.wikimedia.org/wikipedia/commons/b/b6/Golygfeydd_o%27r_Cnicht%2C_Yr_Wyddfa_a_Moelwyn_Mawr_%281496971%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Geoff Charles,Geoff Charles (CC BY-SA 4.0) via Wikimedia Commons,1643,1250,"Views of the Cnicht, Snowdon and Moelwyn Mawr"
moelwyn-mawr,https://upload.wikimedia.org/wikipedia/commons/3/38/Moelwyn_Mawr_and_Moelwyn_Bach%2C_Snowdonia_-_geograph.org.uk_-_4686988.jpg,Wikimedia Commons,CC BY-SA 2.0,I Love Colour,"Moelwyn Mawr and Moelwyn Bach, Snowdonia by I Love Colour via Wikimedia Commons",4288,3216,"Moelwyn Mawr and Moelwyn Bach, Snowdonia"
moelwyn-mawr,https://upload.wikimedia.org/wikipedia/commons/0/05/Craigysgafn_%28rhan_o%27r_Moelwyn_Mawr%29_uwch_ben_Llyn_Stwlan%2C_above_Llyn_Stwlan%2C_Ffestiniog%2C_Gwynedd%2C_Wales_03.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Craigysgafn, above Llyn Stwlan, Ffestiniog, Gwynedd, Wales."
moelwyn-mawr,https://upload.wikimedia.org/wikipedia/commons/1/13/Craigysgafn_%28rhan_o%27r_Moelwyn_Mawr%29_uwch_ben_Llyn_Stwlan%2C_above_Llyn_Stwlan%2C_Ffestiniog%2C_Gwynedd%2C_Wales_09.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Craigysgafn, above Llyn Stwlan, Ffestiniog, Gwynedd, Wales."
moelwyn-mawr,https://upload.wikimedia.org/wikipedia/commons/b/bc/Craigysgafn_%28rhan_o%27r_Moelwyn_Mawr%29_uwch_ben_Llyn_Stwlan%2C_above_Llyn_Stwlan%2C_Ffestiniog%2C_Gwynedd%2C_Wales_12.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Craigysgafn, above Llyn Stwlan, Ffestiniog, Gwynedd, Wales."
moelwyn-mawr,https://upload.wikimedia.org/wikipedia/commons/b/b5/Craigysgafn_%28rhan_o%27r_Moelwyn_Mawr%29_uwch_ben_Llyn_Stwlan%2C_above_Llyn_Stwlan%2C_Ffestiniog%2C_Gwynedd%2C_Wales_13.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Craigysgafn, above Llyn Stwlan, Ffestiniog, Gwynedd, Wales."
moelwyn-mawr,https://upload.wikimedia.org/wikipedia/commons/8/81/Craigysgafn_%28rhan_o%27r_Moelwyn_Mawr%29_uwch_ben_Llyn_Stwlan%2C_above_Llyn_Stwlan%2C_Ffestiniog%2C_Gwynedd%2C_Wales_14.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Craigysgafn, above Llyn Stwlan, Ffestiniog, Gwynedd, Wales."
drum-foel-fras,https://upload.wikimedia.org/wikipedia/commons/1/18/Foel-fras_from_Drum%27s_Cairn_-_geograph.org.uk_-_1811578.jpg,Wikimedia Commons,CC BY-SA 2.0,Jeff Buck,Foel-fras from Drum's Cairn by Jeff Buck via Wikimedia Commons,2592,1944,Foel-fras from Drum's Cairn
drum-foel-fras,https://upload.wikimedia.org/wikipedia/commons/9/98/View_south_from_the_summit_of_Drum_towards_Foel_Fras_-_geograph.org.uk_-_4896566.jpg,Wikimedia Commons,CC BY-SA 2.0,Eric Jones,View south from the summit of Drum towards Foel Fras by Eric Jones via Wikimedia Commons,1600,1054,View south from the summit of Drum towards Foel Fras
drum-foel-fras,https://upload.wikimedia.org/wikipedia/commons/c/c0/Wild_ponies_on_the_col_between_Foel_Fras_and_Drum_-_geograph.org.uk_-_3018432.jpg,Wikimedia Commons,CC BY-SA 2.0,Peter S,Wild ponies on the col between Foel Fras and Drum by Peter S via Wikimedia Commons,3968,2976,Wild ponies on the col between Foel Fras and Drum
pen-y-fan-storey-arms,https://upload.wikimedia.org/wikipedia/commons/9/9e/Cadeiriau_gweigion_-_Empty_chairs_%2825726038454%29.jpg,Wikimedia Commons,CC BY 2.0,"Jeremy Segrott from Cardiff, Wales, UK","Jeremy Segrott from Cardiff, Wales, UK (CC BY 2.0) via Wikimedia Commons",5184,3456,"April on the Brecon Beacons, Wales: the view from Storey Arms as we walked to the top of Pen y Fan."
pen-y-fan-storey-arms,https://upload.wikimedia.org/wikipedia/commons/9/90/A470-_April_snow_showers_at_Storey_Arms%2C_Brecon_Beacons%2C_Wales_%2826261285991%29.jpg,Wikimedia Commons,CC BY 2.0,"Jeremy Segrott from Cardiff, Wales, UK","Jeremy Segrott from Cardiff, Wales, UK (CC BY 2.0) via Wikimedia Commons",5184,3456,A heavy snow shower at Storey Arms in the Brecon Beacons produces a wintry scene.
pen-y-fan-storey-arms,https://upload.wikimedia.org/wikipedia/commons/b/b1/Beacons_Way_near_the_Storey_Arms_Centre_-_geograph.org.uk_-_2755767.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Beacons Way near the Storey Arms Centre by Gareth James via Wikimedia Commons,4000,3000,Beacons Way near the Storey Arms Centre
pen-y-fan-storey-arms,https://upload.wikimedia.org/wikipedia/commons/2/24/Storey_Arms%2C_Brecon_Beacons%2C_Wales_%2826286485851%29.jpg,Wikimedia Commons,CC BY 2.0,"Jeremy Segrott from Cardiff, Wales, UK","Jeremy Segrott from Cardiff, Wales, UK (CC BY 2.0) via Wikimedia Commons",5184,3456,"Storey Arms, Brecon Beacons, Wales"
pen-y-fan-storey-arms,https://upload.wikimedia.org/wikipedia/commons/f/ff/Storey_Arms_Outdoor_Centre_-_geograph.org.uk_-_2600002.jpg,Wikimedia Commons,CC BY-SA 2.0,David Purchase,Storey Arms Outdoor Centre by David Purchase via Wikimedia Commons,2592,1944,Storey Arms Outdoor Centre
pen-y-fan-storey-arms,https://upload.wikimedia.org/wikipedia/commons/9/95/Teepee_at_the_Storey_Arms_Mountain_Centre_-_geograph.org.uk_-_2023604.jpg,Wikimedia Commons,CC BY-SA 2.0,don cload,Teepee at the Storey Arms Mountain Centre by don cload via Wikimedia Commons,2272,1704,Teepee at the Storey Arms Mountain Centre
pen-y-fan-storey-arms,https://upload.wikimedia.org/wikipedia/commons/1/19/The_Storey_Arms_-_geograph.org.uk_-_3074727.jpg,Wikimedia Commons,CC BY-SA 2.0,peter robinson,The Storey Arms by peter robinson via Wikimedia Commons,1892,1378,The Storey Arms
pen-y-fan-storey-arms,https://upload.wikimedia.org/wikipedia/commons/0/0e/The_Storey_Arms_-_geograph.org.uk_-_3803835.jpg,Wikimedia Commons,CC BY-SA 2.0,Trevor Littlewood,The Storey Arms by Trevor Littlewood via Wikimedia Commons,1500,1125,The Storey Arms
pen-y-fan-storey-arms,https://upload.wikimedia.org/wikipedia/commons/2/28/Brecon_Beacons-_the_view_on_the_climb_up_Pen_y_Fan_%2827049689481%29.jpg,Wikimedia Commons,CC BY 2.0,"Jeremy Segrott from Cardiff, Wales, UK","Jeremy Segrott from Cardiff, Wales, UK (CC BY 2.0) via Wikimedia Commons",5184,3456,Brecon Beacons: the view on the climb up Pen y Fan
pen-y-fan-storey-arms,https://upload.wikimedia.org/wikipedia/commons/e/e6/Cottage_at_the_base_of_Pen_y_Fan_-_Brecon_Beacons_National_park.jpg,Wikimedia Commons,CC BY-SA 4.0,Keith Lawson 11,Keith Lawson 11 (CC BY-SA 4.0) via Wikimedia Commons,7172,5392,Alternate route up Pen y Fan
pen-y-fan-pont-ar-daf,https://upload.wikimedia.org/wikipedia/commons/2/28/Brecon_Beacons-_the_view_on_the_climb_up_Pen_y_Fan_%2827049689481%29.jpg,Wikimedia Commons,CC BY 2.0,"Jeremy Segrott from Cardiff, Wales, UK","Jeremy Segrott from Cardiff, Wales, UK (CC BY 2.0) via Wikimedia Commons",5184,3456,Brecon Beacons: the view on the climb up Pen y Fan
pen-y-fan-pont-ar-daf,https://upload.wikimedia.org/wikipedia/commons/e/e6/Cottage_at_the_base_of_Pen_y_Fan_-_Brecon_Beacons_National_park.jpg,Wikimedia Commons,CC BY-SA 4.0,Keith Lawson 11,Keith Lawson 11 (CC BY-SA 4.0) via Wikimedia Commons,7172,5392,Alternate route up Pen y Fan
pen-y-fan-pont-ar-daf,https://upload.wikimedia.org/wikipedia/commons/7/7d/Lone_Hiker_approaching_Pen_Y_Fan.jpg,Wikimedia Commons,CC BY-SA 4.0,Baldhuman photo,Baldhuman photo (CC BY-SA 4.0) via Wikimedia Commons,3264,4896,A lone hiker approaches the peak of Pen Y Fan with heavy cloud cover.
pen-y-fan-pont-ar-daf,https://upload.wikimedia.org/wikipedia/commons/6/6c/Midsummer_sunrise_over_Pen_y_Fan.jpg,Wikimedia Commons,CC BY-SA 4.0,Michael Wardlaw,Michael Wardlaw (CC BY-SA 4.0) via Wikimedia Commons,4032,3024,Sunrise in midsummer over Pen y Fan
pen-y-fan-pont-ar-daf,https://upload.wikimedia.org/wikipedia/commons/a/a4/Pen-y-Fan_from_the_Gap_Road_-_Brecon_Beacons%2C_Powys_-_geograph.org.uk_-_6068094.jpg,Wikimedia Commons,CC BY-SA 2.0,Martin Richard Phelan,"Pen-y-Fan from the Gap Road - Brecon Beacons, Powys by Martin Richard Phelan via Wikimedia Commons",1024,669,"Pen-y-Fan from the Gap Road - Brecon Beacons, Powys"
pen-y-fan-pont-ar-daf,https://upload.wikimedia.org/wikipedia/commons/6/69/Pen_y_Fan_%5E_Cribyn_from_Allt_Ddu%2C_Brecon_Beacons_-_geograph.org.uk_-_6410042.jpg,Wikimedia Commons,CC BY-SA 2.0,Colin Park,"Pen y Fan & Cribyn from Allt Ddu, Brecon Beacons by Colin Park via Wikimedia Commons",1802,1201,"Pen y Fan & Cribyn from Allt Ddu, Brecon Beacons"
pen-y-fan-pont-ar-daf,https://upload.wikimedia.org/wikipedia/commons/c/c9/Pen_y_Fan_and_Cribbyn_Brecon_Beacons_%5EWales_%5E_dailyshoot_-_Flickr_-_Leshaines123.jpg,Wikimedia Commons,CC BY 2.0,"Les Haines from Hereford , UK","Les Haines from Hereford , UK (CC BY 2.0) via Wikimedia Commons",4447,2942,"Some shots of my recent trip walking in the Brecon Beacons National Park Wales. Was a glorious day and able to get some long range shots in the high visibility. New Panasonic Lumix on auto, so just concerned about composition and depth of field. In camera editing.
www.flickr.com/photos/leshaines1..."
pen-y-fan-pont-ar-daf,https://upload.wikimedia.org/wikipedia/commons/6/64/Pen_y_Fan_from_Cribyn.jpg,Wikimedia Commons,Public domain,Dave.Dunford at English Wikipedia,Dave.Dunford at English Wikipedia (Public domain) via Wikimedia Commons,1280,960,"Pen y Fan (886m) from Cribyn. Photograph taken 16th April 2005.



Public domainPublic domainfalsefalse





This work has been released into the public domain by its author, Dave.Dunford. This applies worldwide.
In some countries this may not be legally possible; if so:
Dave.Dunford grants anyo..."
pen-y-fan-pont-ar-daf,https://upload.wikimedia.org/wikipedia/commons/1/1a/Pen_y_Fan_from_Dunkery.jpg,Wikimedia Commons,CC BY-SA 3.0,Nilfanion,Nilfanion (CC BY-SA 3.0) via Wikimedia Commons,2592,1936,"View across the Bristol Channel into Wales, from Dunkery Beacon on Exmoor. Pen y Fan, in the Brecon Beacons, is visible on the horizon."
pen-y-fan-pont-ar-daf,https://upload.wikimedia.org/wikipedia/commons/6/6e/Pen_y_Fan_from_The_Brecon_Beacons_National_Visitor_Centre.jpg,Wikimedia Commons,CC BY-SA 4.0,Keith Lawson 11,Keith Lawson 11 (CC BY-SA 4.0) via Wikimedia Commons,6960,4640,View to Pen y Fan What 3 words exhaling.effort.stitching
corn-du-pen-y-fan,https://upload.wikimedia.org/wikipedia/commons/3/36/Blick_von_Fan_Frynych_ostw%C3%A4rts_in_Richtung_Corn_Du_und_Pen_Y_Fan.jpg,Wikimedia Commons,CC BY-SA 4.0,GerritR,GerritR (CC BY-SA 4.0) via Wikimedia Commons,3264,2448,Blick von Fan Frynych ostwärts in Richtung Corn Du und Pen Y Fan
corn-du-pen-y-fan,https://upload.wikimedia.org/wikipedia/commons/8/86/Brecon_Beacons%2C_from_the_Promenade.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,5184,3456,"The summits of Corn Du and Pen-y-Fan in the Bannau Brycheiniog National Park, seen through the trees from Brecon Promenade."
corn-du-pen-y-fan,https://upload.wikimedia.org/wikipedia/commons/4/43/Corn_Du%2C_Pen_y_Fan_and_Cwm_Llwch_in_the_mid_ground_%284592589175%29.jpg,Wikimedia Commons,CC BY 2.0,benjgibbs,benjgibbs (CC BY 2.0) via Wikimedia Commons,3776,2520,"Corn Du, Pen y Fan and Cwm Llwch in the mid ground"
corn-du-pen-y-fan,https://upload.wikimedia.org/wikipedia/commons/2/28/Farmer%27s_field_on_lower_slopes_of_Pen-y-crug_with_Brecon_Beacons_behind_%281%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,6000,4000,"View from a farmer's sheep field on the lower slopes of Pen-y-crug over the town of Brecon and towards the peaks of the Bannau Brycheiniog/Brecon Beacons National Park. The three tallest visible peaks are, in order of height, Pen y Fan, Corn Du and Cribyn."
corn-du-pen-y-fan,https://upload.wikimedia.org/wikipedia/commons/6/67/Farmer%27s_field_on_lower_slopes_of_Pen-y-crug_with_Brecon_Beacons_behind_%282%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,6000,4000,"View from a farmer's sheep field on the lower slopes of Pen-y-crug over the town of Brecon and towards the peaks of the Bannau Brycheiniog/Brecon Beacons National Park. The three tallest visible peaks are, in order of height, Pen y Fan, Corn Du and Cribyn."
corn-du-pen-y-fan,https://upload.wikimedia.org/wikipedia/commons/d/d9/Farmer%27s_field_on_lower_slopes_of_Pen-y-crug_with_Brecon_Beacons_behind_%283%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,6000,3750,"View from a farmer's field on the lower slopes of Pen-y-crug over the town of Brecon and towards the peaks of the Bannau Brycheiniog/Brecon Beacons National Park. The three tallest visible peaks are, in order of height, Pen y Fan, Corn Du and Cribyn."
corn-du-pen-y-fan,https://upload.wikimedia.org/wikipedia/commons/8/8f/Llyn_Cwm_Llwch%2C_a_small_lake_in_the_Brecon_Beacons%2C_Wales.jpg,Wikimedia Commons,CC BY-SA 4.0,NoelyNoelyNoel,NoelyNoelyNoel (CC BY-SA 4.0) via Wikimedia Commons,4608,2592,"A view from above of Llyn Cwm Llwch, a small lake in the Brecon Beacons, Wales. Taken from the nearby peak of Corn Du, the image shows the surrounding hills."
corn-du-pen-y-fan,https://upload.wikimedia.org/wikipedia/commons/b/b5/Pen_Y_Fan_%28149552553%29.jpeg,Wikimedia Commons,CC BY-SA 3.0,James Woolley,James Woolley (CC BY-SA 3.0) via Wikimedia Commons,2048,1365,"500px provided description: Photo of Corn Du looking from Pen-y-Fan [#landscape ,#mountains ,#landscapes ,#wales ,#brecon beacons ,#beacons ,#corn du ,#pen-y-fan ,#corn-du]"
corn-du-pen-y-fan,https://upload.wikimedia.org/wikipedia/commons/5/5b/View_from_Pen-y-Crug_summit_towards_Pen-y-Fan_and_Corn_Du.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,5986,3367,"View from Pen-y-Crug summit towards Pen-y-Fan and Corn Du. Pen-y-Crug is a hill on the northern edge of Bannau Brycheiniog National Park, just north of the town of Brecon/Aberhonddu. Several gorse bushes can be seen in the foreground."
corn-du-pen-y-fan,https://upload.wikimedia.org/wikipedia/commons/d/d9/Bwlch_Duwynt_with_Corn_Du_and_Pen_y_Fan_-_geograph.org.uk_-_2218558.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Bwlch Duwynt with Corn Du and Pen y Fan by Gareth James via Wikimedia Commons,2816,2112,Bwlch Duwynt with Corn Du and Pen y Fan
fan-y-big-gap,https://upload.wikimedia.org/wikipedia/commons/4/4c/Gap_Road_to_the_Beacons_-_Brecon_Beacons%2C_Powys_-_geograph.org.uk_-_5890418.jpg,Wikimedia Commons,CC BY-SA 2.0,Martin Richard Phelan,"Gap Road to the Beacons - Brecon Beacons, Powys by Martin Richard Phelan via Wikimedia Commons",1024,586,"Gap Road to the Beacons - Brecon Beacons, Powys"
fan-y-big-gap,https://upload.wikimedia.org/wikipedia/commons/f/f7/Gap_Road_to_the_crest_-_Brecon_Beacons%2C_Powys_-_geograph.org.uk_-_6067089.jpg,Wikimedia Commons,CC BY-SA 2.0,Martin Richard Phelan,"Gap Road to the crest - Brecon Beacons, Powys by Martin Richard Phelan via Wikimedia Commons",1024,676,"Gap Road to the crest - Brecon Beacons, Powys"
fan-y-big-gap,https://upload.wikimedia.org/wikipedia/commons/a/a4/Pen-y-Fan_from_the_Gap_Road_-_Brecon_Beacons%2C_Powys_-_geograph.org.uk_-_6068094.jpg,Wikimedia Commons,CC BY-SA 2.0,Martin Richard Phelan,"Pen-y-Fan from the Gap Road - Brecon Beacons, Powys by Martin Richard Phelan via Wikimedia Commons",1024,669,"Pen-y-Fan from the Gap Road - Brecon Beacons, Powys"
fan-y-big-gap,https://upload.wikimedia.org/wikipedia/commons/4/49/Cribyn_-_geograph.org.uk_-_2505014.jpg,Wikimedia Commons,CC BY-SA 2.0,David Robinson,Cribyn by David Robinson via Wikimedia Commons,1792,1184,Cribyn
fan-y-big-gap,https://upload.wikimedia.org/wikipedia/commons/f/fb/Fan_y_Big_and_Cribyn_from_Pen_y_Fan.jpg,Wikimedia Commons,CC BY-SA 4.0,Michael Wardlaw,Michael Wardlaw (CC BY-SA 4.0) via Wikimedia Commons,4032,3024,Bannau Breichiniog
fan-y-big-gap,https://upload.wikimedia.org/wikipedia/commons/2/28/Farmer%27s_field_on_lower_slopes_of_Pen-y-crug_with_Brecon_Beacons_behind_%281%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,6000,4000,"View from a farmer's sheep field on the lower slopes of Pen-y-crug over the town of Brecon and towards the peaks of the Bannau Brycheiniog/Brecon Beacons National Park. The three tallest visible peaks are, in order of height, Pen y Fan, Corn Du and Cribyn."
fan-y-big-gap,https://upload.wikimedia.org/wikipedia/commons/6/67/Farmer%27s_field_on_lower_slopes_of_Pen-y-crug_with_Brecon_Beacons_behind_%282%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,6000,4000,"View from a farmer's sheep field on the lower slopes of Pen-y-crug over the town of Brecon and towards the peaks of the Bannau Brycheiniog/Brecon Beacons National Park. The three tallest visible peaks are, in order of height, Pen y Fan, Corn Du and Cribyn."
